0 0 0 0
0 0.5 0 0
0 1 0 0
0 1.5 0 0
0 2 0 -0
0 2.5 0 -0
0 3 0 -0
0 3.5 0 -0
0 4 0 -0
0 4.5 0 -0
0 5 0 0
0.5 0 0 0.47943
0.5 0.5 0 0.42074
0.5 1 0 0.25903
0.5 1.5 0 0.033913
0.5 2 0 -0.19951
0.5 2.5 0 -0.38409
0.5 3 0 -0.47463
0.5 3.5 0 -0.44896
0.5 4 0 -0.31337
0.5 4.5 0 -0.10106
0.5 5 0 0.13599
1 0 0 0.84147
1 0.5 0 0.73846
1 1 0 0.45465
1 1.5 0 0.059523
1 2 0 -0.35018
1 2.5 0 -0.67414
1 3 0 -0.83305
1 3.5 0 -0.788
1 4 0 -0.55002
1 4.5 0 -0.17738
1 5 0 0.23869
1.5 0 0 0.99749
1.5 0.5 0 0.87538
1.5 1 0 0.53895
1.5 1.5 0 0.07056
1.5 2 0 -0.4151
1.5 2.5 0 -0.79914
1.5 3 0 -0.98751
1.5 3.5 0 -0.93411
1.5 4 0 -0.65201
1.5 4.5 0 -0.21027
1.5 5 0 0.28295
2 0 0 0.9093
2 0.5 0 0.79798
2 1 0 0.4913
2 1.5 0 0.064321
2 2 0 -0.3784
2 2.5 0 -0.72848
2 3 0 -0.9002
2 3.5 0 -0.85152
2 4 0 -0.59436
2 4.5 0 -0.19168
2 5 0 0.25793
2.5 0 0 0.59847
2.5 0.5 0 0.52521
2.5 1 0 0.32336
2.5 1.5 0 0.042334
2.5 2 0 -0.24905
2.5 2.5 0 -0.47946
2.5 3 0 -0.59248
2.5 3.5 0 -0.56044
2.5 4 0 -0.39119
2.5 4.5 0 -0.12616
2.5 5 0 0.16976
3 0 0 0.14112
3 0.5 0 0.12384
3 1 0 0.076247
3 1.5 0 0.0099824
3 2 0 -0.058727
3 2.5 0 -0.11306
3 3 0 -0.13971
3 3.5 0 -0.13215
3 4 0 -0.092242
3 4.5 0 -0.029748
3 5 0 0.04003
3.5 0 0 -0.35078
3.5 0.5 0 -0.30784
3.5 1 0 -0.18953
3.5 1.5 0 -0.024813
3.5 2 0 0.14598
3.5 2.5 0 0.28103
3.5 3 0 0.34727
3.5 3.5 0 0.32849
3.5 4 0 0.22929
3.5 4.5 0 0.073944
3.5 5 0 -0.099504
4 0 0 -0.7568
4 0.5 0 -0.66416
4 1 0 -0.4089
4 1.5 0 -0.053534
4 2 0 0.31494
4 2.5 0 0.60631
4 3 0 0.74923
4 3.5 0 0.70871
4 4 0 0.49468
4 4.5 0 0.15953
4 5 0 -0.21468
4.5 0 0 -0.97753
4.5 0.5 0 -0.85786
4.5 1 0 -0.52816
4.5 1.5 0 -0.069148
4.5 2 0 0.4068
4.5 2.5 0 0.78314
4.5 3 0 0.96775
4.5 3.5 0 0.91541
4.5 4 0 0.63896
4.5 4.5 0 0.20606
4.5 5 0 -0.27729
5 0 0 -0.95892
5 0.5 0 -0.84154
5 1 0 -0.51811
5 1.5 0 -0.067832
5 2 0 0.39905
5 2.5 0 0.76824
5 3 0 0.94933
5 3.5 0 0.89799
5 4 0 0.62679
5 4.5 0 0.20214
5 5 0 -0.27201
0 0 0.5 0
0 0.5 0.5 0
0 1 0.5 0
0 1.5 0.5 0
0 2 0.5 -0
0 2.5 0.5 -0
0 3 0.5 -0
0 3.5 0.5 -0
0 4 0.5 -0
0 4.5 0.5 -0
0 5 0.5 0
0.5 0 0.5 0.42074
0.5 0.5 0.5 0.36923
0.5 1 0.5 0.22732
0.5 1.5 0.5 0.029762
0.5 2 0.5 -0.17509
0.5 2.5 0.5 -0.33707
0.5 3 0.5 -0.41652
0.5 3.5 0.5 -0.394
0.5 4 0.5 -0.27501
0.5 4.5 0.5 -0.088689
0.5 5 0.5 0.11935
1 0 0.5 0.73846
1 0.5 0.5 0.64806
1 1 0.5 0.39899
1 1.5 0.5 0.052237
1 2 0.5 -0.30731
1 2.5 0.5 -0.59161
1 3 0.5 -0.73107
1 3.5 0.5 -0.69154
1 4 0.5 -0.48269
1 4.5 0.5 -0.15566
1 5 0.5 0.20947
1.5 0 0.5 0.87538
1.5 0.5 0.5 0.76822
1.5 1 0.5 0.47297
1.5 1.5 0.5 0.061922
